,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
73,,Lebanon,2020-02-22T20:53:02,1,0,0
74,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
75,,Nepal,2020-02-12T14:43:03,1,0,1
76,,Sri Lanka,2020-02-08T03:43:03,1,0,1
77,,Sweden,2020-02-01T02:13:26,1,0,0
78,"Boston, MA",US,2020-02-01T19:43:03,1,0,0
79,"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0
80,"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
81,"Madison, WI",US,2020-02-05T21:53:02,1,0,0
82,"Orange, CA",US,2020-02-01T19:53:03,1,0,0
83,"Sacramento County, CA",US,2020-02-21T23:13:16,1,0,0
84,"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0
85,"Seattle, WA",US,2020-02-09T07:03:04,1,0,1
86,"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0
87,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
88,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
89,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
