,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
42,Taiwan,Taiwan,2020-02-26T12:23:04,32,1,5
43,,Malaysia,2020-02-27T15:13:13,23,0,18
44,Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18
45,,Vietnam,2020-02-25T08:53:02,16,0,16
46,,Spain,2020-02-27T13:23:02,15,0,2
47,,UK,2020-02-27T13:23:02,15,0,8
48,,United Arab Emirates,2020-02-22T14:53:02,13,0,4
49,Macau,Macau,2020-02-27T12:43:02,10,0,8
50,From Diamond Princess,Australia,2020-02-27T03:33:06,8,0,0
51,,Switzerland,2020-02-27T23:03:11,8,0,0
52,British Columbia,Canada,2020-02-27T03:33:06,7,0,3
53,,Iraq,2020-02-27T22:23:11,7,0,0
54,,Sweden,2020-02-27T20:33:02,7,0,0
55,Queensland,Australia,2020-02-21T05:43:02,5,0,1
56,"Toronto, ON",Canada,2020-02-27T22:43:02,5,0,2
57,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
58,Victoria,Australia,2020-02-13T17:53:03,4,0,4
59,,Oman,2020-02-26T04:53:02,4,0,0
60,,Austria,2020-02-27T14:03:03,3,0,0
61,,Croatia,2020-02-26T20:03:06,3,0,0
62,,Greece,2020-02-27T14:03:03,3,0,0
63,,India,2020-02-16T07:43:02,3,0,3
64,,Israel,2020-02-27T14:03:03,3,0,1
65,,Philippines,2020-02-12T07:43:02,3,1,1
66,South Australia,Australia,2020-02-17T08:13:09,2,0,2
67,,Finland,2020-02-26T19:03:08,2,0,1
68,,Lebanon,2020-02-26T19:33:02,2,0,0
69,,Pakistan,2020-02-26T23:53:02,2,0,0
70,,Russia,2020-02-12T14:43:03,2,0,2
71,"Chicago, IL",US,2020-02-09T19:03:03,2,0,2
72,"Sacramento County, CA",US,2020-02-27T20:33:02,2,0,0
73,"San Benito, CA",US,2020-02-03T03:53:02,2,0,0
74,"San Diego County, CA",US,2020-02-21T05:43:02,2,0,1
75,"Santa Clara, CA",US,2020-02-21T05:23:04,2,0,1
76,,Afghanistan,2020-02-24T23:33:02,1,0,0
77,,Algeria,2020-02-25T23:43:03,1,0,0
78,,Belgium,2020-02-17T04:23:06,1,0,1
79,,Brazil,2020-02-26T23:53:02,1,0,0
80,,Cambodia,2020-02-12T07:43:02,1,0,1
81,"London, ON",Canada,2020-02-12T18:53:03,1,0,1
82,,Denmark,2020-02-27T16:23:03,1,0,0
83,,Egypt,2020-02-21T18:53:02,1,0,0
84,,Estonia,2020-02-27T16:23:03,1,0,0
85,,Georgia,2020-02-27T16:23:03,1,0,0
86,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
87,,Nepal,2020-02-12T14:43:03,1,0,1
88,,Netherlands,2020-02-27T21:13:10,1,0,0
89,,North Macedonia,2020-02-27T16:23:03,1,0,0
90,,Norway,2020-02-27T16:23:03,1,0,0
91,,Romania,2020-02-27T16:23:03,1,0,0
92,,San Marino,2020-02-27T21:13:10,1,0,0
93,,Sri Lanka,2020-02-08T03:43:03,1,0,1
94,"Boston, MA",US,2020-02-01T19:43:03,1,0,0
95,"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0
96,"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
97,"Madison, WI",US,2020-02-05T21:53:02,1,0,0
98,"Orange, CA",US,2020-02-01T19:53:03,1,0,0
99,"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0
100,"Seattle, WA",US,2020-02-09T07:03:04,1,0,1
101,"Tempe, AZ",US,2020-02-25T21:23:03,1,0,1
102,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
103,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
104,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
