,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,Mainland China,1/25/20 17:00,761,40.0,32.0
1,Guangdong,Mainland China,1/25/20 17:00,78,,2.0
2,Zhejiang,Mainland China,1/25/20 17:00,62,,1.0
3,Chongqing,Mainland China,1/25/20 17:00,57,,
4,Hunan,Mainland China,1/25/20 17:00,43,,
5,Beijing,Mainland China,1/25/20 17:00,41,,2.0
6,Anhui,Mainland China,1/25/20 17:00,39,,
7,Shanghai,Mainland China,1/25/20 17:00,33,,1.0
8,Henan,Mainland China,1/25/20 17:00,32,,
9,Sichuan,Mainland China,1/25/20 17:00,28,,
10,Shandong,Mainland China,1/25/20 17:00,27,,
11,Guangxi,Mainland China,1/25/20 17:00,23,,
12,Hainan,Mainland China,1/25/20 17:00,19,,
13,Jiangxi,Mainland China,1/25/20 17:00,18,,
14,Fujian,Mainland China,1/25/20 17:00,18,,
15,Jiangsu,Mainland China,1/25/20 17:00,18,,1.0
16,Liaoning,Mainland China,1/25/20 17:00,17,,
17,Shaanxi,Mainland China,1/25/20 17:00,15,,
18,Yunnan,Mainland China,1/25/20 17:00,11,,
19,Tianjin,Mainland China,1/25/20 17:00,10,,
20,Heilongjiang,Mainland China,1/25/20 17:00,9,1.0,
21,Hebei,Mainland China,1/25/20 17:00,8,1.0,
22,Inner Mongolia,Mainland China,1/25/20 17:00,7,,
23,Shanxi,Mainland China,1/25/20 17:00,6,,
24,Hong Kong,Hong Kong,1/25/20 17:00,5,,
25,Guizhou,Mainland China,1/25/20 17:00,4,,
26,Jilin,Mainland China,1/25/20 17:00,4,,
27,Gansu,Mainland China,1/25/20 17:00,4,,
28,Ningxia,Mainland China,1/25/20 17:00,3,,
29,Taiwan,Taiwan,1/25/20 17:00,3,,
30,Xinjiang,Mainland China,1/25/20 17:00,3,,
31,Macau,Macau,1/25/20 17:00,2,,
32,Qinghai,Mainland China,1/25/20 17:00,1,,
33,Washington,US,1/25/20 17:00,1,,
34,Illinois,US,1/25/20 17:00,1,,
35,,Japan,1/25/20 17:00,2,,
36,,Thailand,1/25/20 17:00,7,,
37,,South Korea,1/25/20 17:00,2,,
38,,Singapore,1/25/20 17:00,3,,
39,,Vietnam,1/25/20 17:00,2,,
40,,France,1/25/20 17:00,3,,
41,,Australia,1/25/20 17:00,4,,
42,,Nepal,1/25/20 17:00,1,,
43,,Malaysia,1/25/20 17:00,3,,
