,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,Mainland China,1/27/20 23:59,1423,76.0,45.0
1,Guangdong,Mainland China,1/27/20 23:59,151,,4.0
2,Zhejiang,Mainland China,1/27/20 23:59,128,,1.0
3,Henan,Mainland China,1/27/20 23:59,128,1.0,
4,Chongqing,Mainland China,1/27/20 23:59,110,,
5,Hunan,Mainland China,1/27/20 23:59,100,,
6,Beijing,Mainland China,1/27/20 23:59,80,1.0,2.0
7,Shandong,Mainland China,1/27/20 23:59,75,,
8,Jiangxi,Mainland China,1/27/20 23:59,72,,2.0
9,Anhui,Mainland China,1/27/20 23:59,70,,
10,Sichuan,Mainland China,1/27/20 23:59,69,,
11,Fujian,Mainland China,1/27/20 23:59,59,,
12,Shanghai,Mainland China,1/27/20 23:59,53,1.0,3.0
13,Jiangsu,Mainland China,1/27/20 23:59,47,,1.0
14,Guangxi,Mainland China,1/27/20 23:59,46,,
15,Shaanxi,Mainland China,1/27/20 23:59,35,,
16,Hainan,Mainland China,1/27/20 23:59,33,1.0,
17,Liaoning,Mainland China,1/27/20 23:59,27,,
18,Yunnan,Mainland China,1/27/20 23:59,26,,
19,Tianjin,Mainland China,1/27/20 23:59,23,,
20,Heilongjiang,Mainland China,1/27/20 23:59,21,1.0,
21,Hebei,Mainland China,1/27/20 23:59,18,1.0,
22,Gansu,Mainland China,1/27/20 23:59,14,,
23,Shanxi,Mainland China,1/27/20 23:59,13,,
24,Inner Mongolia,Mainland China,1/27/20 23:59,11,,
25,Hong Kong,Hong Kong,1/27/20 23:59,8,,
26,Guizhou,Mainland China,1/27/20 23:59,7,,
27,Ningxia,Mainland China,1/27/20 23:59,7,,
28,Jilin,Mainland China,1/27/20 23:59,6,,
29,Macau,Macau,1/27/20 23:59,6,,
30,Qinghai,Mainland China,1/27/20 23:59,6,,
31,Taiwan,Taiwan,1/27/20 23:59,5,,
32,Xinjiang,Mainland China,1/27/20 23:59,5,,
33,Washington,US,1/27/20 23:59,1,,
34,Illinois,US,1/27/20 23:59,1,,
35,California,US,1/27/20 23:59,2,,
36,Arizona,US,1/27/20 23:59,1,,
37,,Japan,1/27/20 23:59,4,,1.0
38,,Thailand,1/27/20 23:59,8,,2.0
39,,South Korea,1/27/20 23:59,4,,
40,,Singapore,1/27/20 23:59,5,,
41,,Vietnam,1/27/20 23:59,2,,
42,,France,1/27/20 23:59,3,,
43,,Nepal,1/27/20 23:59,1,,
44,,Malaysia,1/27/20 23:59,4,,
45,Ontario,Canada,1/27/20 23:59,1,,
46,,Cambodia,1/27/20 23:59,1,,
47,,Sri Lanka,1/27/20 23:59,1,,
48,,Ivory Coast,1/27/20 23:59,1,,
49,New South Wales,Australia,1/27/20 23:59,4,,
50,Victoria,Australia,1/27/20 23:59,1,,
