,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
53,,Poland,2020-03-16T21:13:17,177,4,13,51.9194,19.1451
54,Yunnan,China,2020-03-16T23:53:02,176,2,172,24.974,101.487
55,New South Wales,Australia,2020-03-16T14:38:46,171,2,4,-33.8688,151.2093
56,,Ireland,2020-03-16T14:38:45,169,2,0,53.1424,-7.6921
57,Hainan,China,2020-03-16T14:38:45,168,6,161,19.1959,109.7453
58,Colorado,US,2020-03-16T23:53:03,160,1,0,39.0598,-105.3111
59,,Romania,2020-03-16T14:38:45,158,0,9,45.9432,24.9668
60,,Chile,2020-03-16T14:38:45,155,0,0,-35.6751,-71.543
61,Hong Kong,China,2020-03-16T14:38:45,155,4,84,22.3,114.2
62,Florida,US,2020-03-16T22:13:21,155,5,0,27.7663,-81.6868
63,,Egypt,2020-03-16T15:53:45,150,2,27,26.8206,30.8025
64,,Thailand,2020-03-16T14:38:45,147,1,35,15.87,100.9925
65,Guizhou,China,2020-03-16T14:38:45,146,2,144,26.8154,106.8748
66,,Philippines,2020-03-16T14:38:45,142,12,2,12.8797,121.774
67,Tianjin,China,2020-03-15T18:20:18,136,3,133,39.3054,117.323
68,,Pakistan,2020-03-16T14:38:45,136,0,2,30.3753,69.3451
69,Louisiana,US,2020-03-16T22:13:21,136,3,0,31.1695,-91.8678
70,,Indonesia,2020-03-16T14:38:45,134,5,8,-0.7893,113.9213
71,Gansu,China,2020-03-15T18:20:18,133,2,91,36.0611,103.8343
72,Shanxi,China,2020-03-13T11:09:03,133,0,133,37.5777,112.2922
73,Liaoning,China,2020-03-16T14:38:45,125,1,115,41.2956,122.6085
74,,Iraq,2020-03-16T02:13:15,124,10,26,33.2232,43.6793
75,,Kuwait,2020-03-16T14:38:45,123,0,9,29.3117,47.4818
76,Georgia,US,2020-03-16T16:53:06,121,1,0,33.0406,-83.6431
77,,India,2020-03-16T14:38:45,119,2,13,20.5937,78.9629
78,,Saudi Arabia,2020-03-16T01:13:12,118,0,2,23.8859,45.0792
79,,San Marino,2020-03-16T01:33:03,109,7,4,43.9424,12.4578
80,Illinois,US,2020-03-16T22:13:21,105,0,2,40.3495,-88.9861
81,British Columbia,Canada,2020-03-16T19:13:13,103,4,4,53.7267,-127.6476
82,,Lebanon,2020-03-16T00:22:11,99,3,1,33.8547,35.8623
83,,United Arab Emirates,2020-03-16T00:22:11,98,0,23,23.4241,53.8478
84,Jilin,China,2020-03-16T00:22:10,93,1,92,43.6661,126.1923
85,,Russia,2020-03-16T14:38:45,90,0,8,61.524,105.3188
86,,Peru,2020-03-16T14:38:45,86,0,0,-9.19,-75.0152
87,Texas,US,2020-03-16T23:53:03,85,0,0,31.0545,-97.5635
88,,Luxembourg,2020-03-16T01:53:03,77,1,0,49.8153,6.1296
89,Pennsylvania,US,2020-03-16T20:13:20,77,0,0,40.5908,-77.2098
90,Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
91,Inner Mongolia,China,2020-03-16T14:38:45,75,1,73,44.0935,113.9448
92,Ningxia,China,2020-03-16T14:38:45,75,0,75,37.2692,106.1655
93,Victoria,Australia,2020-03-16T14:38:45,71,0,8,-37.8136,144.9631
94,Queensland,Australia,2020-03-16T14:38:46,68,0,8,-28.0167,153.4
95,,Taiwan*,2020-03-16T14:38:45,67,1,20,23.7,121.0
96,,Slovakia,2020-03-16T14:38:45,63,0,0,48.669,19.699
97,,South Africa,2020-03-16T14:38:45,62,0,0,-30.5595,22.9375
98,,Vietnam,2020-03-16T14:53:04,61,0,16,14.0583,108.2772
99,,Croatia,2020-03-16T14:38:45,57,0,2,45.1,15.2
100,,Argentina,2020-03-16T14:38:45,56,2,1,-38.4161,-63.6167
101,Alberta,Canada,2020-03-16T02:33:09,56,0,0,53.9333,-116.5765
102,,Panama,2020-03-16T14:38:45,55,1,0,8.538,-80.7821
103,,Serbia,2020-03-16T14:38:45,55,0,1,44.0165,21.0059
104,,Algeria,2020-03-16T14:38:45,54,4,12,28.0339,1.6596
105,,Brunei,2020-03-16T14:38:45,54,0,0,4.5353,114.7277
106,,Colombia,2020-03-16T14:38:45,54,0,0,4.5709,-74.2973
107,Minnesota,US,2020-03-16T16:53:06,54,0,0,45.6945,-93.9002
108,,Mexico,2020-03-16T14:38:45,53,0,4,23.6345,-102.5528
109,Michigan,US,2020-03-16T14:38:46,53,0,0,43.3266,-84.5361
110,,Armenia,2020-03-16T21:13:17,52,0,0,40.0691,45.0382
111,,Bulgaria,2020-03-16T14:38:45,52,2,0,42.7339,25.4858
112,Tennessee,US,2020-03-16T22:13:21,52,0,0,35.7478,-86.6923
113,,Albania,2020-03-16T14:38:45,51,1,0,41.1533,20.1683
114,Quebec,Canada,2020-03-16T20:13:20,50,0,0,52.9399,-73.5491
115,Ohio,US,2020-03-16T20:13:21,50,0,0,40.3888,-82.7649
116,Virginia,US,2020-03-16T22:13:21,49,1,0,37.7693,-78.17
117,Diamond Princess,US,2020-03-16T16:53:06,47,0,0,35.4437,139.638
118,Wisconsin,US,2020-03-16T20:13:20,47,0,1,44.2685,-89.6165
119,Nevada,US,2020-03-16T20:13:20,45,1,0,38.3135,-117.0554
120,Maryland,US,2020-03-16T20:13:20,41,0,3,39.0639,-76.8021
121,,Hungary,2020-03-16T14:38:45,39,1,1,47.1625,19.5033
122,Oregon,US,2020-03-16T02:33:09,39,1,0,44.572,-122.0709
123,Utah,US,2020-03-16T22:33:03,39,0,0,40.15,-111.8624
124,North Carolina,US,2020-03-16T23:53:03,38,0,0,35.6301,-79.8064
125,,Ecuador,2020-03-16T02:33:08,37,2,0,-1.8312,-78.1834
126,,Belarus,2020-03-16T14:38:45,36,0,3,53.7098,27.9534
127,,Costa Rica,2020-03-16T02:33:08,35,0,0,9.7489,-83.7534
128,,Latvia,2020-03-16T14:38:45,34,0,1,56.8796,24.6032
129,,Cyprus,2020-03-16T02:33:08,33,0,0,35.1264,33.4299
130,,Georgia,2020-03-16T02:13:16,33,0,1,42.3154,43.3569
131,South Carolina,US,2020-03-16T22:33:03,33,1,0,33.8569,-80.945
132,,Malta,2020-03-16T15:33:03,30,0,2,35.9375,14.3754
133,Connecticut,US,2020-03-16T20:13:20,30,0,0,41.5978,-72.7554
134,South Australia,Australia,2020-03-16T14:38:46,29,0,3,-34.9285,138.6007
135,,Morocco,2020-03-16T14:38:45,29,1,1,31.7917,-7.0926
136,Alabama,US,2020-03-16T22:33:03,29,0,0,32.3182,-86.9023
137,Western Australia,Australia,2020-03-16T14:38:46,28,1,0,-31.9505,115.8605
138,,Sri Lanka,2020-03-16T15:53:45,28,0,1,7.8731,80.7718
139,,Bosnia and Herzegovina,2020-03-16T21:13:17,25,0,0,43.9159,17.6791
140,Indiana,US,2020-03-16T22:33:03,25,1,0,39.8494,-86.2583
141,,Senegal,2020-03-16T01:13:13,24,0,2,14.4974,-14.4524
142,,Moldova,2020-03-16T00:22:11,23,0,0,47.4116,28.3699
143,Iowa,US,2020-03-16T23:53:03,23,0,0,42.0115,-93.2105
144,,Oman,2020-03-16T00:22:11,22,0,9,21.4735,55.9754
145,Arkansas,US,2020-03-16T17:13:23,22,0,0,34.9697,-92.3731
146,District of Columbia,US,2020-03-16T23:53:03,22,0,0,38.8974,-77.0268
147,,Afghanistan,2020-03-16T14:38:45,21,0,1,33.9391,67.71
148,Kentucky,US,2020-03-16T18:33:03,21,1,1,37.6681,-84.6701
149,Rhode Island,US,2020-03-16T18:14:12,21,0,0,41.6809,-71.5118
150,,Tunisia,2020-03-16T01:13:13,20,0,0,33.8869,9.5375
151,Grand Princess,US,2020-03-16T17:13:23,20,0,0,37.6489,-122.6655
152,Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
153,Faroe Islands,Denmark,2020-03-16T14:38:45,18,0,0,61.8926,-6.9118
154,,North Macedonia,2020-03-16T14:38:45,18,0,1,41.6086,21.7453
155,,Turkey,2020-03-16T01:13:13,18,0,0,38.9637,35.2433
156,Arizona,US,2020-03-16T17:13:23,18,0,1,33.7298,-111.4312
157,Nebraska,US,2020-03-16T17:13:23,18,0,0,41.1254,-98.2681
158,,Jordan,2020-03-16T15:13:35,17,0,1,30.5852,36.2384
159,,Lithuania,2020-03-16T14:38:45,17,0,1,55.1694,23.8813
160,Maine,US,2020-03-16T18:14:12,17,0,0,44.6939,-69.3819
161,New Hampshire,US,2020-03-16T22:33:03,17,0,0,43.4525,-71.5639
162,New Mexico,US,2020-03-16T02:53:12,17,0,0,34.8405,-106.2485
163,,Venezuela,2020-03-16T00:53:03,17,0,0,6.4238,-66.5897
164,,Azerbaijan,2020-03-16T14:38:45,15,1,6,40.1431,47.5769
165,,Burkina Faso,2020-03-16T14:38:45,15,0,0,12.2383,-1.5616
166,,Martinique,2020-03-16T14:38:45,15,1,0,14.6415,-61.0242
167,,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207
168,Mississippi,US,2020-03-16T22:33:03,13,0,0,32.7416,-89.6787
169,Vermont,US,2020-03-16T17:13:23,12,0,0,44.0459,-72.7107
170,,Bolivia,2020-03-16T14:38:45,11,0,0,-16.2902,-63.5887
171,Macau,China,2020-03-16T00:22:10,11,0,10,22.1667,113.55
172,,Dominican Republic,2020-03-14T20:53:02,11,0,0,18.7357,-70.1627
173,,French Guiana,2020-03-16T14:38:46,11,0,0,3.9339,-53.1258
174,Kansas,US,2020-03-16T17:13:23,11,1,0,38.5266,-96.7265
175,,Jamaica,2020-03-16T01:53:03,10,0,2,18.1096,-77.2975
176,,Kazakhstan,2020-03-16T14:38:45,10,0,0,48.0196,66.9237
177,Oklahoma,US,2020-03-16T18:14:12,10,0,0,35.5653,-96.9289
178,South Dakota,US,2020-03-16T20:13:20,10,1,0,44.2998,-99.4388
179,,Reunion,2020-03-16T14:38:45,9,0,0,-21.1151,55.5364
180,,Bangladesh,2020-03-16T14:38:45,8,0,2,23.685,90.3563
181,,New Zealand,2020-03-15T18:20:18,8,0,0,-40.9006,174.886
182,,Paraguay,2020-03-16T14:38:45,8,0,0,-23.4425,-58.4438
183,Delaware,US,2020-03-16T20:13:20,8,0,0,39.3185,-75.5071
184,,Uruguay,2020-03-16T14:38:45,8,0,0,-32.5228,-55.7658
185,Tasmania,Australia,2020-03-16T14:38:46,7,0,0,-41.4545,145.9707
186,,Cambodia,2020-03-14T12:53:07,7,0,1,12.5657,104.991
187,Manitoba,Canada,2020-03-16T02:53:12,7,0,0,53.7609,-98.8139
188,Saskatchewan,Canada,2020-03-16T20:13:20,7,0,0,52.9399,-106.4509
189,,Monaco,2020-03-16T14:38:45,7,0,0,43.7384,7.4246
190,Hawaii,US,2020-03-16T02:53:12,7,0,0,21.0943,-157.4983
191,Montana,US,2020-03-15T18:20:19,7,0,0,46.9219,-110.4544
192,,Ukraine,2020-03-16T21:13:17,7,1,0,48.3794,31.1656
193,New Brunswick,Canada,2020-03-16T02:53:12,6,0,0,46.5653,-66.4619
194,,Ghana,2020-03-15T18:20:18,6,0,0,7.9465,-1.0232
195,,Guadeloupe,2020-03-16T14:38:45,6,0,0,16.265,-61.551
196,,Honduras,2020-03-16T14:38:45,6,0,0,15.2,-86.2419
197,Missouri,US,2020-03-16T17:13:23,6,0,0,38.4561,-92.2884
198,Channel Islands,United Kingdom,2020-03-16T14:38:45,6,0,0,49.3723,-2.3644
199,,Uzbekistan,2020-03-16T14:38:45,6,0,0,41.3775,64.5853
200,Nova Scotia,Canada,2020-03-16T17:53:03,5,0,0,44.682,-63.7443
201,,Ethiopia,2020-03-16T14:38:45,5,0,0,9.145,40.4897
202,French Guiana,France,2020-03-16T14:38:45,5,0,0,4.0,-53.0
203,,Rwanda,2020-03-16T01:33:03,5,0,0,-1.9403,29.8739
204,Idaho,US,2020-03-15T18:20:19,5,0,0,44.2405,-114.4788
205,Puerto Rico,US,2020-03-16T00:22:11,5,0,0,18.2208,-66.5901
206,,Cameroon,2020-03-16T02:33:08,4,0,0,3.848,11.5021
207,,Cuba,2020-03-13T23:53:02,4,0,0,21.5218,-77.7812
208,,Guyana,2020-03-15T18:20:19,4,1,0,4.8604,-58.9302
209,,Liechtenstein,2020-03-14T20:53:02,4,0,0,47.166,9.5554
210,,Trinidad and Tobago,2020-03-16T14:38:45,4,0,0,10.6918,-61.2225
211,French Polynesia,France,2020-03-15T18:20:19,3,0,0,-17.6797,-149.4068
212,Guadeloupe,France,2020-03-16T14:38:45,3,0,0,16.25,-61.5833
213,Saint Barthelemy,France,2020-03-16T14:38:45,3,0,0,17.9,-62.8333
214,,Guam,2020-03-16T02:13:16,3,0,0,13.4443,144.7937
215,,Kenya,2020-03-16T00:22:11,3,0,0,-0.0236,37.9062
216,,Puerto Rico,2020-03-16T14:38:45,3,0,0,18.2,-66.5
217,,Seychelles,2020-03-16T01:13:13,3,0,0,-4.6796,55.492
218,Guam,US,2020-03-15T18:20:19,3,0,0,13.4443,144.7937
219,Wyoming,US,2020-03-15T02:53:03,3,0,0,42.756,-107.3025
220,,Andorra,2020-03-16T02:33:08,2,0,1,42.5063,1.5218
221,,Aruba,2020-03-13T23:53:03,2,0,0,12.5211,-69.9683
222,Australian Capital Territory,Australia,2020-03-16T14:38:46,2,0,0,-35.4735,149.0124
223,Grand Princess,Canada,2020-03-16T00:22:11,2,0,0,37.6489,-122.6655
224,,Congo (Kinshasa),2020-03-13T22:22:02,2,0,0,-4.0383,21.7587
225,St Martin,France,2020-03-14T16:33:03,2,0,0,18.0708,-63.0501
226,,Guatemala,2020-03-16T14:38:45,2,1,0,15.7835,-90.2308
227,,Jersey,2020-03-14T16:33:03,2,0,0,49.19,-2.11
228,,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.903
229,,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
230,,Nigeria,2020-03-13T22:22:02,2,0,0,9.082,8.6753
231,,Saint Lucia,2020-03-16T00:22:11,2,0,0,13.9094,-60.9789
232,,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
233,Northern Territory,Australia,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
234,,Benin,2020-03-16T14:38:46,1,0,0,9.3077,2.3158
235,,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
236,Newfoundland and Labrador,Canada,2020-03-15T02:13:21,1,0,0,53.1355,-57.6604
237,Prince Edward Island,Canada,2020-03-15T02:13:21,1,0,0,46.5107,-63.4168
238,,Central African Republic,2020-03-16T03:33:03,1,0,0,6.6111,20.9394
239,Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
240,,Congo (Brazzaville),2020-03-16T14:38:45,1,0,0,-0.228,15.8277
241,,Cote d'Ivoire,2020-03-13T22:22:02,1,0,0,7.54,-5.5471
242,,Equatorial Guinea,2020-03-15T06:41:54,1,0,0,1.5,10.0
243,,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659
244,Mayotte,France,2020-03-16T14:38:45,1,0,0,-12.8431,45.1383
245,,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
246,,Greenland,2020-03-16T16:53:06,1,0,0,71.7069,-42.6043
247,,Guernsey,2020-03-13T22:22:03,1,0,0,49.45,-2.58
248,,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966
249,,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
250,,Liberia,2020-03-16T14:38:46,1,0,0,6.4281,-9.4295
251,,Mauritania,2020-03-15T18:20:19,1,0,0,21.0079,-10.9408
252,,Mayotte,2020-03-16T14:38:45,1,0,0,-12.8275,45.1662
253,,Mongolia,2020-03-13T22:22:02,1,0,0,46.8625,103.8467
254,,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.124
255,Curacao,Netherlands,2020-03-16T00:22:11,1,0,0,12.1696,-68.99
256,,Republic of the Congo,2020-03-16T03:33:03,1,0,0,-1.44,15.556
257,,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
258,,Somalia,2020-03-16T14:38:46,1,0,0,5.1521,46.1996
259,,Sudan,2020-03-14T01:13:32,1,1,0,12.8628,30.2176
260,,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
261,,Tanzania,2020-03-16T14:38:45,1,0,0,-6.369,34.8888
262,,The Bahamas,2020-03-16T03:33:03,1,0,0,24.25,-76.0
263,,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
264,Alaska,US,2020-03-13T14:53:03,1,0,0,61.3707,-152.4044
265,North Dakota,US,2020-03-12T09:33:03,1,0,0,47.5289,-99.784
266,Virgin Islands,US,2020-03-16T00:22:11,1,0,0,18.3358,-64.8963
267,Cayman Islands,United Kingdom,2020-03-16T14:53:04,1,1,0,19.3133,-81.2546
268,Gibraltar,United Kingdom,2020-03-14T16:33:03,1,0,1,36.1408,-5.3536
269,From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.638
270,West Virginia,US,2020-03-10T02:33:04,0,0,0,38.4912,-80.9545
271,,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
