,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
147,Indiana,US,2020-03-17T23:13:10,30,2,0,39.8494,-86.2583
148,South Australia,Australia,2020-03-16T14:38:46,29,0,3,-34.9285,138.6007
149,,Uruguay,2020-03-17T02:13:54,29,0,0,-32.5228,-55.7658
150,,Azerbaijan,2020-03-17T11:53:10,28,1,6,40.1431,47.5769
151,,Bosnia and Herzegovina,2020-03-17T15:53:12,26,0,2,43.9159,17.6791
152,,North Macedonia,2020-03-17T11:53:10,26,0,1,41.6086,21.7453
153,,Senegal,2020-03-17T12:33:06,26,0,2,14.4974,-14.4524
154,Kentucky,US,2020-03-17T23:33:02,26,1,1,37.6681,-84.6701
155,New Hampshire,US,2020-03-17T23:13:10,26,0,0,43.4525,-71.5639
156,,Lithuania,2020-03-17T18:53:02,25,0,1,55.1694,23.8813
157,,Oman,2020-03-17T11:53:10,24,0,9,21.4735,55.9754
158,,Tunisia,2020-03-17T11:53:10,24,0,0,33.8869,9.5375
159,Iowa,US,2020-03-16T23:53:03,23,0,0,42.0115,-93.2105
160,New Mexico,US,2020-03-17T23:13:10,23,0,0,34.8405,-106.2485
161,Rhode Island,US,2020-03-17T20:53:02,23,0,0,41.6809,-71.5118
162,,Afghanistan,2020-03-17T11:53:10,22,0,1,33.9391,67.71
163,Arkansas,US,2020-03-16T17:13:23,22,0,0,34.9697,-92.3731
164,District of Columbia,US,2020-03-16T23:53:03,22,0,0,38.8974,-77.0268
165,,Dominican Republic,2020-03-17T08:13:22,21,1,0,18.7357,-70.1627
166,Grand Princess,US,2020-03-17T20:53:02,21,0,0,37.6489,-122.6655
167,Mississippi,US,2020-03-17T17:53:03,21,0,0,32.7416,-89.6787
168,Nebraska,US,2020-03-17T17:53:03,21,0,0,41.1254,-98.2681
169,Arizona,US,2020-03-17T23:13:10,20,0,1,33.7298,-111.4312
170,Oklahoma,US,2020-03-17T17:53:03,19,0,0,35.5653,-96.9289
171,Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
172,,Guadeloupe,2020-03-17T10:53:03,18,0,0,16.265,-61.551
173,Kansas,US,2020-03-17T23:13:10,18,1,0,38.5266,-96.7265
174,,Martinique,2020-03-17T10:53:03,16,1,0,14.6415,-61.0242
175,Delaware,US,2020-03-17T23:33:02,16,0,0,39.3185,-75.5071
176,,Burkina Faso,2020-03-16T14:38:45,15,0,0,12.2383,-1.5616
177,,Ukraine,2020-03-17T19:33:02,14,2,0,48.3794,31.1656
178,,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207
179,Macau,China,2020-03-17T04:32:18,12,0,10,22.1667,113.55
180,,Jamaica,2020-03-17T12:13:16,12,0,2,18.1096,-77.2975
181,,New Zealand,2020-03-17T11:53:10,12,0,0,-40.9006,174.886
182,Vermont,US,2020-03-16T17:13:23,12,0,0,44.0459,-72.7107
183,,Bolivia,2020-03-16T14:38:45,11,0,0,-16.2902,-63.5887
184,,French Guiana,2020-03-16T14:38:46,11,0,0,3.9339,-53.1258
185,Missouri,US,2020-03-17T23:33:02,11,0,0,38.4561,-92.2884
186,South Dakota,US,2020-03-17T23:33:02,11,1,0,44.2998,-99.4388
187,Wyoming,US,2020-03-17T23:53:03,11,0,0,42.756,-107.3025
188,,Bangladesh,2020-03-17T12:13:16,10,0,3,23.685,90.3563
189,,Cameroon,2020-03-17T15:53:13,10,0,0,3.848,11.5021
190,Hawaii,US,2020-03-17T17:33:03,10,0,0,21.0943,-157.4983
191,,Uzbekistan,2020-03-17T12:13:16,10,0,0,41.3775,64.5853
192,Reunion,France,2020-03-17T11:13:29,9,0,0,-21.1351,55.2471
193,,Paraguay,2020-03-17T12:13:16,9,0,0,-23.4425,-58.4438
194,,Reunion,2020-03-17T07:15:25,9,0,0,-21.1151,55.5364
195,Montana,US,2020-03-17T17:33:03,9,0,0,46.9219,-110.4544
196,Grand Princess,Canada,2020-03-17T03:13:18,8,0,0,37.6489,-122.6655
197,Manitoba,Canada,2020-03-17T19:33:03,8,0,0,53.7609,-98.8139
198,New Brunswick,Canada,2020-03-17T19:33:03,8,0,0,46.5653,-66.4619
199,,Honduras,2020-03-17T12:13:16,8,0,0,15.2,-86.2419
200,Idaho,US,2020-03-17T23:33:02,8,0,0,44.2405,-114.4788
201,Tasmania,Australia,2020-03-16T14:38:46,7,0,0,-41.4545,145.9707
202,Nova Scotia,Canada,2020-03-17T19:33:03,7,0,0,44.682,-63.7443
203,Saskatchewan,Canada,2020-03-16T20:13:20,7,0,0,52.9399,-106.4509
204,French Guiana,France,2020-03-17T07:33:03,7,0,0,4.0,-53.0
205,,Ghana,2020-03-17T19:33:02,7,0,0,7.9465,-1.0232
206,,Guyana,2020-03-17T10:53:03,7,1,0,4.8604,-58.9302
207,,Liechtenstein,2020-03-17T12:13:16,7,0,0,47.166,9.5554
208,,Monaco,2020-03-16T14:38:45,7,0,0,43.7384,7.4246
209,,Rwanda,2020-03-17T02:33:10,7,0,0,-1.9403,29.8739
210,Guadeloupe,France,2020-03-17T07:33:03,6,0,0,16.25,-61.5833
211,,Guatemala,2020-03-17T12:13:16,6,1,0,15.7835,-90.2308
212,Channel Islands,United Kingdom,2020-03-16T14:38:45,6,0,0,49.3723,-2.3644
213,,Cote d'Ivoire,2020-03-17T14:33:05,5,0,1,7.54,-5.5471
214,,Cuba,2020-03-17T15:53:13,5,0,0,21.5218,-77.7812
215,,Ethiopia,2020-03-16T14:38:45,5,0,0,9.145,40.4897
216,,Mongolia,2020-03-17T15:53:13,5,0,0,46.8625,103.8467
217,,Trinidad and Tobago,2020-03-17T15:53:13,5,0,0,10.6918,-61.2225
218,Puerto Rico,US,2020-03-16T00:22:11,5,0,0,18.2208,-66.5901
219,,Seychelles,2020-03-17T12:33:06,4,0,0,-4.6796,55.492
220,,Aruba,2020-03-17T12:33:07,3,0,0,12.5211,-69.9683
221,Newfoundland and Labrador,Canada,2020-03-17T17:53:03,3,0,0,53.1355,-57.6604
222,,Congo (Kinshasa),2020-03-17T12:33:06,3,0,0,-4.0383,21.7587
223,French Polynesia,France,2020-03-15T18:20:19,3,0,0,-17.6797,-149.4068
224,Saint Barthelemy,France,2020-03-16T14:38:45,3,0,0,17.9,-62.8333
225,,Guam,2020-03-16T02:13:16,3,0,0,13.4443,144.7937
226,,Kenya,2020-03-16T00:22:11,3,0,0,-0.0236,37.9062
227,Curacao,Netherlands,2020-03-17T12:33:07,3,0,0,12.1696,-68.99
228,,Nigeria,2020-03-17T12:33:06,3,0,0,9.082,8.6753
229,Alaska,US,2020-03-17T17:33:03,3,0,0,61.3707,-152.4044
230,Guam,US,2020-03-15T18:20:19,3,0,0,13.4443,144.7937
231,North Dakota,US,2020-03-17T23:33:02,3,0,0,47.5289,-99.784
232,Gibraltar,United Kingdom,2020-03-17T02:53:03,3,0,1,36.1408,-5.3536
233,Australian Capital Territory,Australia,2020-03-16T14:38:46,2,0,0,-35.4735,149.0124
234,,Barbados,2020-03-17T16:13:14,2,0,0,13.1939,-59.5432
235,St Martin,France,2020-03-14T16:33:03,2,0,0,18.0708,-63.0501
236,,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.903
237,,Montenegro,2020-03-17T21:33:02,2,0,0,42.5,19.3
238,,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
239,,Saint Lucia,2020-03-17T04:32:19,2,0,0,13.9094,-60.9789
240,Virgin Islands,US,2020-03-17T20:53:02,2,0,0,18.3358,-64.8963
241,,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
242,Northern Territory,Australia,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
243,,Benin,2020-03-16T14:38:46,1,0,0,9.3077,2.3158
244,,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
245,Prince Edward Island,Canada,2020-03-15T02:13:21,1,0,0,46.5107,-63.4168
246,,Central African Republic,2020-03-16T03:33:03,1,0,0,6.6111,20.9394
247,Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
248,,Congo (Brazzaville),2020-03-16T14:38:45,1,0,0,-0.228,15.8277
249,,Equatorial Guinea,2020-03-15T06:41:54,1,0,0,1.5,10.0
250,,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659
251,Mayotte,France,2020-03-16T14:38:45,1,0,0,-12.8431,45.1383
252,,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
253,,Greenland,2020-03-16T16:53:06,1,0,0,71.7069,-42.6043
254,,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966
255,,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
256,,Liberia,2020-03-17T12:13:16,1,0,0,6.4281,-9.4295
257,,Mauritania,2020-03-15T18:20:19,1,0,0,21.0079,-10.9408
258,,Mayotte,2020-03-16T14:38:45,1,0,0,-12.8275,45.1662
259,,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.124
260,,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
261,,Somalia,2020-03-16T14:38:46,1,0,0,5.1521,46.1996
262,,Sudan,2020-03-14T01:13:32,1,1,0,12.8628,30.2176
263,,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
264,,Tanzania,2020-03-17T01:33:03,1,0,0,-6.369,34.8888
265,,The Bahamas,2020-03-16T03:33:03,1,0,0,24.25,-76.0
266,,The Gambia,2020-03-17T23:33:02,1,0,0,13.4667,-16.6
267,,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
268,West Virginia,US,2020-03-17T23:33:02,1,0,0,38.4912,-80.9545
269,Cayman Islands,United Kingdom,2020-03-16T14:53:04,1,1,0,19.3133,-81.2546
270,From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.638
271,,Guernsey,2020-03-17T18:33:03,0,0,0,49.45,-2.58
272,,Jersey,2020-03-17T18:33:03,0,0,0,49.19,-2.11
273,,Puerto Rico,2020-03-17T16:13:14,0,0,0,18.2,-66.5
274,,Republic of the Congo,2020-03-17T21:33:03,0,0,0,-1.44,15.556
275,,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
