,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,Mainland China,1/28/20 23:00,3554,125.0,80.0
1,Guangdong,Mainland China,1/28/20 23:00,207,,4.0
2,Zhejiang,Mainland China,1/28/20 23:00,173,,3.0
3,Henan,Mainland China,1/28/20 23:00,168,1.0,
4,Hunan,Mainland China,1/28/20 23:00,143,,
5,Chongqing,Mainland China,1/28/20 23:00,132,,
6,Jiangxi,Mainland China,1/28/20 23:00,109,,3.0
7,Anhui,Mainland China,1/28/20 23:00,106,,
8,Shandong,Mainland China,1/28/20 23:00,95,,
9,Beijing,Mainland China,1/28/20 23:00,91,1.0,4.0
10,Sichuan,Mainland China,1/28/20 23:00,90,,
11,Fujian,Mainland China,1/28/20 23:00,80,,
12,Jiangsu,Mainland China,1/28/20 23:00,70,,1.0
13,Shanghai,Mainland China,1/28/20 23:00,66,1.0,4.0
14,Guangxi,Mainland China,1/28/20 23:00,51,,2.0
15,Shaanxi,Mainland China,1/28/20 23:00,46,,
16,Yunnan,Mainland China,1/28/20 23:00,44,,
17,Hainan,Mainland China,1/28/20 23:00,40,1.0,
18,Liaoning,Mainland China,1/28/20 23:00,34,,
19,Hebei,Mainland China,1/28/20 23:00,33,1.0,
20,Heilongjiang,Mainland China,1/28/20 23:00,33,1.0,
21,Shanxi,Mainland China,1/28/20 23:00,27,,
22,Tianjin,Mainland China,1/28/20 23:00,24,,
23,Gansu,Mainland China,1/28/20 23:00,19,,
24,Inner Mongolia,Mainland China,1/28/20 23:00,15,,
25,Ningxia,Mainland China,1/28/20 23:00,11,,
26,Xinjiang,Mainland China,1/28/20 23:00,10,,
27,Guizhou,Mainland China,1/28/20 23:00,9,,
28,Jilin,Mainland China,1/28/20 23:00,8,,
29,Taiwan,Taiwan,1/28/20 23:00,8,,
30,Hong Kong,Hong Kong,1/28/20 23:00,8,,
31,Macau,Macau,1/28/20 23:00,7,,
32,Qinghai,Mainland China,1/28/20 23:00,6,,
33,Washington,US,1/28/20 23:00,1,,
34,Illinois,US,1/28/20 23:00,1,,
35,California,US,1/28/20 23:00,2,,
36,Arizona,US,1/28/20 23:00,1,,
37,,Japan,1/28/20 23:00,7,,1.0
38,,Thailand,1/28/20 23:00,14,,5.0
39,,South Korea,1/28/20 23:00,4,,
40,,Singapore,1/28/20 23:00,7,,
41,,Vietnam,1/28/20 23:00,2,,
42,,France,1/28/20 23:00,4,,
43,,Nepal,1/28/20 23:00,1,,
44,,Malaysia,1/28/20 23:00,4,,
45,Ontario,Canada,1/28/20 23:00,1,,
46,British Columbia,Canada,1/28/20 23:00,1,,
47,,Cambodia,1/28/20 23:00,1,,
48,,Sri Lanka,1/28/20 23:00,1,,
49,New South Wales,Australia,1/28/20 23:00,4,,
50,Victoria,Australia,1/28/20 23:00,1,,
51,Bavaria,Germany,1/28/20 23:00,4,,
