,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
36,Florida,US,2020-03-22T17:43:06,830,13,0,27.7663,-81.6868
37,,Luxembourg,2020-03-22T16:13:11,798,8,6,49.8153,6.1296
38,,Ecuador,2020-03-22T23:43:03,789,14,3,-1.8312,-78.1834
39,,Pakistan,2020-03-22T23:13:18,776,5,5,30.3753,69.3451
40,Shandong,China,2020-03-22T08:13:31,766,7,750,36.3427,118.1498
41,Diamond Princess,Cruise Ship,2020-03-21T02:13:32,712,8,325,35.4498,139.6649
42,Massachusetts,US,2020-03-22T22:43:03,646,5,0,42.2302,-71.5301
43,,Poland,2020-03-22T23:13:18,634,7,1,51.9194,19.1451
44,Jiangsu,China,2020-03-22T02:43:02,633,0,631,32.9711,119.455
45,,Chile,2020-03-22T16:13:11,632,1,8,-35.6751,-71.543
46,Texas,US,2020-03-22T22:43:03,627,6,0,31.0545,-97.5635
47,,Finland,2020-03-22T16:13:11,626,1,10,61.9241,25.7482
48,,Greece,2020-03-22T16:43:07,624,15,19,39.0742,21.8243
49,Georgia,US,2020-03-22T17:43:06,600,23,0,33.0406,-83.6431
50,,Thailand,2020-03-22T11:13:18,599,1,44,15.87,100.9925
51,Chongqing,China,2020-03-22T11:13:15,577,6,570,30.0572,107.874
52,,Iceland,2020-03-22T16:13:11,568,1,36,64.9631,-19.0208
53,Sichuan,China,2020-03-22T02:13:13,543,3,536,30.6171,102.7103
54,New South Wales,Australia,2020-03-22T14:13:10,533,6,4,-33.8688,151.2093
55,Beijing,China,2020-03-22T05:43:03,514,8,400,40.1824,116.4142
56,,Indonesia,2020-03-22T16:13:11,514,48,29,-0.7893,113.9213
57,,Saudi Arabia,2020-03-22T16:13:11,511,0,16,23.8859,45.0792
58,Pennsylvania,US,2020-03-22T22:43:03,509,3,0,40.5908,-77.2098
59,Tennessee,US,2020-03-22T22:43:03,505,2,0,35.7478,-86.6923
60,,Qatar,2020-03-22T23:13:18,494,0,33,25.3548,51.1839
61,Heilongjiang,China,2020-03-22T04:43:03,484,13,466,47.862,127.7615
62,Colorado,US,2020-03-22T17:43:06,476,6,0,39.0598,-105.3111
63,,Singapore,2020-03-22T16:13:11,455,2,144,1.3521,103.8198
64,,Romania,2020-03-22T23:13:18,433,3,64,45.9432,24.9668
65,Ontario,Canada,2020-03-22T23:43:03,425,5,6,51.2538,-85.3232
66,British Columbia,Canada,2020-03-21T21:13:30,424,10,4,53.7267,-127.6476
67,,Slovenia,2020-03-22T23:13:18,414,2,0,46.1512,14.9955
68,,India,2020-03-22T23:13:18,396,7,27,20.5937,78.9629
69,Shanghai,China,2020-03-22T06:13:37,394,4,328,31.202,121.4491
70,Wisconsin,US,2020-03-22T20:43:03,381,4,0,44.2685,-89.6165
71,,Philippines,2020-03-22T11:13:20,380,25,17,12.8797,121.774
72,,Russia,2020-03-22T16:13:11,367,0,16,61.524,105.3188
73,,Peru,2020-03-22T23:13:18,363,5,1,-9.19,-75.0152
74,Ohio,US,2020-03-22T22:43:03,355,3,0,40.3888,-82.7649
75,,Bahrain,2020-03-22T16:13:11,332,2,149,26.0667,50.5577
76,,Egypt,2020-03-22T23:43:03,327,14,56,26.8206,30.8025
77,,Estonia,2020-03-22T16:13:11,326,0,2,58.5953,25.0136
78,Hebei,China,2020-03-22T00:13:05,319,6,310,38.0428,114.5149
79,Hong Kong,China,2020-03-22T09:43:06,317,4,100,22.3,114.2
80,Fujian,China,2020-03-22T02:13:13,307,1,295,26.0789,117.9874
81,North Carolina,US,2020-03-22T22:43:03,302,0,0,35.6301,-79.8064
82,Victoria,Australia,2020-03-22T14:13:08,296,0,70,-37.8136,144.9631
83,,South Africa,2020-03-22T23:13:18,274,0,0,-30.5595,22.9375
84,Alberta,Canada,2020-03-22T23:43:03,259,1,0,53.9333,-116.5765
85,Guangxi,China,2020-03-20T00:43:02,254,2,250,23.8298,108.7881
86,,Croatia,2020-03-22T16:43:07,254,1,5,45.1,15.2
87,,Mexico,2020-03-22T11:13:20,251,2,4,23.6345,-102.5528
88,Shaanxi,China,2020-03-21T01:43:03,248,3,239,35.1917,108.8701
89,,Lebanon,2020-03-22T16:13:11,248,4,8,33.8547,35.8623
90,,Panama,2020-03-22T01:43:02,245,3,0,8.538,-80.7821
91,Maryland,US,2020-03-22T15:13:58,244,3,0,39.0639,-76.8021
92,,Iraq,2020-03-22T16:43:07,233,20,57,33.2232,43.6793
93,,Colombia,2020-03-22T16:43:07,231,2,3,4.5709,-74.2973
94,,Argentina,2020-03-22T15:13:49,225,4,3,-38.4161,-63.6167
95,Connecticut,US,2020-03-22T15:13:58,223,5,0,41.5978,-72.7554
96,,Serbia,2020-03-22T23:13:18,222,2,1,44.0165,21.0059
97,Queensland,Australia,2020-03-21T13:13:35,221,0,8,-28.0167,153.4
98,Virginia,US,2020-03-22T22:43:03,221,6,0,37.7693,-78.17
99,Quebec,Canada,2020-03-22T23:43:03,219,5,0,52.9399,-73.5491
100,Mississippi,US,2020-03-22T17:43:06,207,1,0,32.7416,-89.6787
101,,Dominican Republic,2020-03-22T16:43:07,202,3,0,18.7357,-70.1627
102,,Algeria,2020-03-22T16:43:07,201,17,65,28.0339,1.6596
103,Indiana,US,2020-03-22T20:43:03,201,6,0,39.8494,-86.2583
104,South Carolina,US,2020-03-22T22:43:03,196,3,0,33.8569,-80.945
105,,Armenia,2020-03-22T23:43:03,194,0,2,40.0691,45.0382
106,Nevada,US,2020-03-22T19:43:03,190,2,0,38.3135,-117.0554
107,,Kuwait,2020-03-22T15:13:52,188,0,27,29.3117,47.4818
108,,Bulgaria,2020-03-22T23:43:03,187,3,3,42.7339,25.4858
109,,Slovakia,2020-03-22T23:13:18,185,1,7,48.669,19.699
110,Utah,US,2020-03-22T22:43:03,181,1,0,40.15,-111.8624
111,Yunnan,China,2020-03-16T23:53:02,176,2,172,24.974,101.487
112,,Taiwan*,2020-03-22T08:13:31,169,2,28,23.7,121.0
113,Minnesota,US,2020-03-22T18:13:51,169,1,0,45.6945,-93.9002
114,Hainan,China,2020-03-16T14:38:45,168,6,161,19.1959,109.7453
115,Arkansas,US,2020-03-22T19:43:03,165,0,0,34.9697,-92.3731
116,Oregon,US,2020-03-22T20:43:03,161,4,0,44.572,-122.0709
117,,San Marino,2020-03-22T11:13:20,160,20,4,43.9424,12.4578
118,,United Arab Emirates,2020-03-21T17:43:03,153,2,38,23.4241,53.8478
119,Arizona,US,2020-03-22T19:43:03,152,2,0,33.7298,-111.4312
120,Guizhou,China,2020-03-18T01:53:03,146,2,144,26.8154,106.8748
121,,Latvia,2020-03-22T15:13:52,139,0,1,56.8796,24.6032
122,Alabama,US,2020-03-22T18:13:51,138,0,0,32.3182,-86.9023
123,Tianjin,China,2020-03-19T23:43:03,137,3,133,39.3054,117.323
124,Gansu,China,2020-03-22T14:13:06,136,2,114,36.0611,103.8343
125,,Uruguay,2020-03-22T11:13:20,135,0,0,-32.5228,-55.7658
126,,Costa Rica,2020-03-22T23:43:03,134,2,2,9.7489,-83.7534
127,Shanxi,China,2020-03-13T11:09:03,133,0,133,37.5777,112.2922
128,,Hungary,2020-03-22T23:13:18,131,6,16,47.1625,19.5033
129,,Lithuania,2020-03-22T15:13:52,131,1,1,55.1694,23.8813
130,,Bosnia and Herzegovina,2020-03-22T23:43:03,126,1,2,43.9159,17.6791
131,Liaoning,China,2020-03-22T06:43:03,126,2,124,41.2956,122.6085
132,Western Australia,Australia,2020-03-22T14:13:10,120,1,0,-31.9505,115.8605
133,Faroe Islands,Denmark,2020-03-22T15:13:52,115,0,0,61.8926,-6.9118
134,,Morocco,2020-03-22T23:13:18,115,4,3,31.7917,-7.0926
135,,North Macedonia,2020-03-22T23:13:18,114,1,1,41.6086,21.7453
136,,Andorra,2020-03-22T14:43:19,113,1,1,42.5063,1.5218
137,,Vietnam,2020-03-22T16:43:07,113,0,17,14.0583,108.2772
138,,Jordan,2020-03-22T23:13:18,112,0,1,30.5852,36.2384
139,District of Columbia,US,2020-03-22T22:43:03,102,2,0,38.8974,-77.0268
140,South Australia,Australia,2020-03-22T14:13:10,100,0,3,-34.9285,138.6007
141,Missouri,US,2020-03-22T20:43:03,100,3,0,38.4561,-92.2884
142,Kentucky,US,2020-03-22T18:13:51,99,3,0,37.6681,-84.6701
143,,Cyprus,2020-03-22T16:43:07,95,1,3,35.1264,33.4299
144,,Moldova,2020-03-22T16:43:07,94,1,1,47.4116,28.3699
145,Jilin,China,2020-03-16T00:22:10,93,1,92,43.6661,126.1923
146,,Malta,2020-03-22T14:43:19,90,0,2,35.9375,14.3754
147,Iowa,US,2020-03-22T19:43:03,90,0,0,42.0115,-93.2105
148,,Albania,2020-03-22T14:43:19,89,2,2,41.1533,20.1683
149,Maine,US,2020-03-22T18:13:51,89,0,0,44.6939,-69.3819
150,,Brunei,2020-03-22T16:43:07,88,0,2,4.5353,114.7277
151,,Cambodia,2020-03-22T16:43:07,84,0,1,12.5657,104.991
152,Rhode Island,US,2020-03-22T19:43:03,83,0,0,41.6809,-71.5118
153,,Sri Lanka,2020-03-22T14:43:19,82,0,3,7.8731,80.7718
154,,Belarus,2020-03-21T20:43:03,76,0,15,53.7098,27.9534
155,Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
156,,Burkina Faso,2020-03-22T14:43:19,75,4,5,12.2383,-1.5616
157,Inner Mongolia,China,2020-03-19T01:03:02,75,1,74,44.0935,113.9448
158,Ningxia,China,2020-03-16T14:38:45,75,0,75,37.2692,106.1655
159,,Tunisia,2020-03-22T22:43:02,75,3,1,33.8869,9.5375
160,,Ukraine,2020-03-22T22:43:02,73,3,1,48.3794,31.1656
161,,Venezuela,2020-03-22T01:43:02,70,0,15,6.4238,-66.5897
162,,Senegal,2020-03-22T23:13:18,67,0,5,14.4974,-14.4524
163,Oklahoma,US,2020-03-22T18:13:51,67,2,0,35.5653,-96.9289
164,,New Zealand,2020-03-22T11:13:21,66,0,0,-40.9006,174.886
165,,Azerbaijan,2020-03-22T14:43:19,65,1,10,40.1431,47.5769
166,New Hampshire,US,2020-03-22T03:13:24,65,0,0,43.4525,-71.5639
167,Kansas,US,2020-03-22T22:43:03,64,2,0,38.5266,-96.7265
168,,Kazakhstan,2020-03-22T23:13:18,60,0,0,48.0196,66.9237
169,New Mexico,US,2020-03-22T03:13:24,57,0,0,34.8405,-106.2485
170,,Guadeloupe,2020-03-22T02:13:22,56,0,0,16.265,-61.551
171,,Oman,2020-03-22T23:13:19,55,0,17,21.4735,55.9754
172,,Georgia,2020-03-22T11:13:21,54,0,3,42.3154,43.3569
173,Saskatchewan,Canada,2020-03-22T23:43:03,52,0,0,52.9399,-106.4509
174,Vermont,US,2020-03-22T20:13:40,52,2,0,44.0459,-72.7107
175,Nebraska,US,2020-03-22T20:13:40,51,0,0,41.1254,-98.2681
176,,Trinidad and Tobago,2020-03-22T14:43:19,50,0,1,10.6918,-61.2225
177,Diamond Princess,US,2020-03-20T19:43:03,49,0,0,35.4437,139.638
178,Hawaii,US,2020-03-22T03:13:24,48,0,0,21.0943,-157.4983
179,,Reunion,2020-03-22T11:13:25,47,0,0,-21.1151,55.5364
180,Delaware,US,2020-03-22T18:13:51,47,0,0,39.3185,-75.5071
181,,Uzbekistan,2020-03-21T21:13:10,43,0,0,41.3775,64.5853
182,Idaho,US,2020-03-22T03:13:24,42,0,0,44.2405,-114.4788
183,,Afghanistan,2020-03-22T23:43:03,40,1,1,33.9391,67.71
184,,Cameroon,2020-03-22T11:43:03,40,0,0,3.848,11.5021
185,,Liechtenstein,2020-03-21T12:43:08,37,0,0,47.166,9.5554
186,,Martinique,2020-03-22T02:13:18,37,1,0,14.6415,-61.0242
187,,Cuba,2020-03-22T23:43:03,35,1,0,21.5218,-77.7812
188,Channel Islands,United Kingdom,2020-03-21T21:13:29,32,0,0,49.3723,-2.3644
189,Montana,US,2020-03-22T20:13:40,31,0,0,46.9219,-110.4544
190,,Congo (Kinshasa),2020-03-22T16:43:07,30,1,0,-4.0383,21.7587
191,,Nigeria,2020-03-22T23:13:20,30,0,2,9.082,8.6753
192,Grand Princess,US,2020-03-22T15:14:02,30,1,0,37.6489,-122.6655
193,Nova Scotia,Canada,2020-03-22T23:43:03,28,0,0,44.682,-63.7443
194,North Dakota,US,2020-03-21T23:13:18,28,0,0,47.5289,-99.784
195,,Bangladesh,2020-03-22T14:43:19,27,2,3,23.685,90.3563
196,Guam,US,2020-03-22T18:13:51,27,1,0,13.4443,144.7937
197,,Honduras,2020-03-22T11:43:03,26,0,0,15.2,-86.2419
198,,Bolivia,2020-03-22T15:13:56,24,0,0,-16.2902,-63.5887
199,,Ghana,2020-03-22T23:43:03,24,1,0,7.9465,-1.0232
200,Wyoming,US,2020-03-22T18:13:55,24,0,0,42.756,-107.3025
201,,Monaco,2020-03-22T23:13:20,23,0,1,43.7384,7.4246
202,Puerto Rico,US,2020-03-22T15:13:58,23,1,0,18.2208,-66.5901
203,Tasmania,Australia,2020-03-22T14:13:10,22,0,3,-41.4545,145.9707
204,,Paraguay,2020-03-22T01:43:03,22,1,0,-23.4425,-58.4438
205,,Montenegro,2020-03-22T23:13:20,21,0,0,42.7087,19.3744
206,Alaska,US,2020-03-22T15:43:06,21,0,0,61.3707,-152.4044
207,South Dakota,US,2020-03-22T20:13:40,21,1,0,44.2998,-99.4388
208,Macau,China,2020-03-22T13:43:05,20,0,10,22.1667,113.55
209,Australian Capital Territory,Australia,2020-03-22T14:13:10,19,0,0,-35.4735,149.0124
210,Manitoba,Canada,2020-03-22T02:43:03,19,0,0,53.7609,-98.8139
211,,Guatemala,2020-03-22T23:13:20,19,1,0,15.7835,-90.2308
212,,Rwanda,2020-03-22T23:13:20,19,0,0,-1.9403,29.8739
213,Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
214,,French Guiana,2020-03-21T21:13:30,18,0,6,3.9339,-53.1258
215,,Mauritius,2020-03-22T14:43:19,18,1,0,-20.3484,57.5522
216,New Brunswick,Canada,2020-03-21T21:13:30,17,0,0,46.5653,-66.4619
217,,Jamaica,2020-03-20T14:13:11,16,1,2,18.1096,-77.2975
218,,Togo,2020-03-21T17:43:03,16,0,1,8.6195,0.8248
219,French Polynesia,France,2020-03-21T12:43:08,15,0,0,-17.6797,-149.4068
220,,Kenya,2020-03-22T15:13:56,15,0,0,-0.0236,37.9062
221,Gibraltar,United Kingdom,2020-03-22T23:43:03,15,0,2,36.1408,-5.3536
222,,Barbados,2020-03-22T02:13:18,14,0,0,13.1939,-59.5432
223,,Cote d'Ivoire,2020-03-21T12:43:08,14,0,1,7.54,-5.5471
224,,Kyrgyzstan,2020-03-21T17:43:03,14,0,0,41.2044,74.7661
225,Grand Princess,Canada,2020-03-22T16:43:07,13,0,0,37.6489,-122.6655
226,,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207
227,,Tanzania,2020-03-22T14:43:19,12,0,0,-6.369,34.8888
228,West Virginia,US,2020-03-22T03:13:24,12,0,0,38.4912,-80.9545
229,,Ethiopia,2020-03-22T14:43:19,11,0,4,9.145,40.4897
230,,Mayotte,2020-03-22T02:13:22,11,0,0,-12.8275,45.1662
231,,Mongolia,2020-03-21T12:43:08,10,0,0,46.8625,103.8467
232,Aruba,Netherlands,2020-03-22T11:43:03,8,0,0,12.5211,-69.9683
233,,Guyana,2020-03-17T10:53:03,7,1,0,4.8604,-58.9302
234,,Seychelles,2020-03-20T15:43:24,7,0,0,-4.6796,55.492
235,Newfoundland and Labrador,Canada,2020-03-21T21:13:29,6,0,0,53.1355,-57.6604
236,,Equatorial Guinea,2020-03-19T20:43:03,6,0,0,1.6508,10.2679
237,United States Virgin Islands,US,2020-03-21T17:43:03,6,0,0,18.3358,-64.8963
238,,Gabon,2020-03-22T02:13:18,5,1,0,-0.8037,11.6094
239,,Suriname,2020-03-22T01:43:03,5,0,0,3.9193,-56.0278
240,Isle of Man,United Kingdom,2020-03-22T14:13:08,5,0,0,54.2361,-4.5481
241,,"Bahamas, The",2020-03-21T02:43:03,4,0,0,25.0343,-77.3963
242,Greenland,Denmark,2020-03-22T23:43:03,4,0,0,71.7069,-42.6043
243,,Eswatini,2020-03-22T11:43:03,4,0,0,-26.5225,31.4659
244,New Caledonia,France,2020-03-21T17:43:03,4,0,0,-20.9043,165.618
245,St Martin,France,2020-03-19T09:33:04,4,0,0,18.0708,-63.0501
246,Northern Territory,Australia,2020-03-20T21:13:29,3,0,0,-12.4634,130.8456
247,,Cabo Verde,2020-03-21T15:13:46,3,0,0,16.5388,-23.0418
248,,Central African Republic,2020-03-20T20:43:03,3,0,0,6.6111,20.9394
249,,Congo (Brazzaville),2020-03-19T20:13:56,3,0,0,-0.228,15.8277
250,,El Salvador,2020-03-21T12:43:08,3,0,0,13.7942,-88.8965
251,Saint Barthelemy,France,2020-03-16T14:38:45,3,0,0,17.9,-62.8333
252,,Liberia,2020-03-21T12:43:08,3,0,0,6.4281,-9.4295
253,,Madagascar,2020-03-20T22:13:53,3,0,0,-18.7669,46.8691
254,,Namibia,2020-03-19T20:13:52,3,0,0,-22.9576,18.4904
255,Curacao,Netherlands,2020-03-19T08:53:03,3,1,0,12.1696,-68.99
256,Cayman Islands,United Kingdom,2020-03-19T20:13:56,3,1,0,19.3133,-81.2546
257,,Zambia,2020-03-22T14:13:08,3,0,0,-13.1339,27.8493
258,,Zimbabwe,2020-03-21T12:43:08,3,0,0,-19.0154,29.1549
259,,Angola,2020-03-21T14:43:04,2,0,0,-11.2027,17.8739
260,,Benin,2020-03-18T14:13:56,2,0,0,9.3077,2.3158
261,,Bhutan,2020-03-20T14:13:37,2,0,0,27.5142,90.4336
262,Prince Edward Island,Canada,2020-03-19T18:43:03,2,0,0,46.5107,-63.4168
263,,Fiji,2020-03-22T02:13:20,2,0,0,-17.7134,178.065
264,,Guinea,2020-03-21T02:13:32,2,0,0,9.9456,-9.6966
265,,Haiti,2020-03-21T14:43:04,2,0,0,18.9712,-72.2852
266,,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.903
267,,Mauritania,2020-03-19T02:33:08,2,0,0,21.0079,-10.9408
268,,Nepal,2020-03-22T14:13:08,2,0,1,28.3949,84.124
269,,Nicaragua,2020-03-21T02:13:34,2,0,0,12.8654,-85.2072
270,,Niger,2020-03-22T14:13:08,2,0,0,17.6078,8.0817
271,,Saint Lucia,2020-03-17T04:32:19,2,0,0,13.9094,-60.9789
272,,Sudan,2020-03-18T12:13:09,2,1,0,12.8628,30.2176
273,Bermuda,United Kingdom,2020-03-21T03:13:14,2,0,0,32.3078,-64.7505
274,,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
275,Northwest Territories,Canada,2020-03-21T21:13:30,1,0,0,64.8255,-124.8457
276,,Chad,2020-03-21T03:13:14,1,0,0,15.4542,18.7322
277,Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
278,,Djibouti,2020-03-19T14:53:06,1,0,0,11.8251,42.5903
279,,Dominica,2020-03-22T23:43:03,1,0,0,15.415,-61.371
280,,Eritrea,2020-03-22T03:13:24,1,0,0,15.1794,39.7823
281,,"Gambia, The",2020-03-18T14:13:56,1,0,0,13.4432,-15.3101
282,,Grenada,2020-03-22T23:43:03,1,0,0,12.1165,-61.679
283,,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
284,,Mozambique,2020-03-22T23:13:21,1,0,0,-18.6657,35.5296
285,Sint Maarten,Netherlands,2020-03-20T21:13:30,1,0,0,18.0425,-63.0548
286,,Papua New Guinea,2020-03-21T23:43:02,1,0,0,-6.315,143.9555
287,,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
288,,Somalia,2020-03-18T00:53:03,1,0,0,5.1521,46.1996
289,,Syria,2020-03-22T22:43:03,1,0,0,34.8021,38.9968
290,,Timor-Leste,2020-03-22T01:43:03,1,0,0,-8.8742,125.7275
291,US,US,2020-03-22T20:43:03,1,0,178,37.0902,-95.7129
292,,Uganda,2020-03-22T01:43:03,1,0,0,1.3733,32.2903
293,Montserrat,United Kingdom,2020-03-18T11:53:04,1,0,0,16.7425,-62.1874
294,From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.638
295,,Cape Verde,2020-03-22T11:43:03,0,0,0,15.1111,-23.6167
296,,East Timor,2020-03-22T11:13:23,0,0,0,-8.55,125.56
297,French Guiana,France,2020-03-18T14:33:15,0,0,0,4.0,-53.0
298,Guadeloupe,France,2020-03-18T14:33:15,0,0,0,16.25,-61.5833
299,Mayotte,France,2020-03-18T14:33:15,0,0,0,-12.8431,45.1383
300,Reunion,France,2020-03-18T14:33:15,0,0,0,-21.1351,55.2471
301,,Greenland,2020-03-19T09:33:04,0,0,0,72.0,-40.0
302,,Guam,2020-03-22T08:13:35,0,1,0,13.4443,144.7937
303,,Guernsey,2020-03-17T18:33:03,0,0,0,49.45,-2.58
304,,Jersey,2020-03-17T18:33:03,0,0,0,49.19,-2.11
305,,Puerto Rico,2020-03-22T22:43:02,0,1,0,18.2,-66.5
306,,Republic of the Congo,2020-03-17T21:33:03,0,0,0,-1.44,15.556
307,,The Bahamas,2020-03-19T12:13:38,0,0,0,24.25,-76.0
308,,The Gambia,2020-03-18T14:13:56,0,0,0,13.4667,-16.6
