,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
51,Massachusetts,US,2020-03-11T22:53:03,95,0,1,42.2302,-71.5301
52,Jilin,China,2020-03-11T02:18:14,93,1,91,43.6661,126.1923
53,,Czechia,2020-03-11T22:13:12,91,0,0,49.8175,15.473
54,,Iceland,2020-03-11T13:53:24,85,0,1,64.9631,-19.0208
55,Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
56,Inner Mongolia,China,2020-03-11T03:53:03,75,1,71,44.0935,113.9448
57,Ningxia,China,2020-03-11T09:33:12,75,0,72,37.2692,106.1655
58,,United Arab Emirates,2020-03-11T20:53:02,74,0,17,23.4241,53.8478
59,,Kuwait,2020-03-11T09:53:03,72,0,2,29.5,47.75
60,,Iraq,2020-03-11T22:13:12,71,7,15,33.0,44.0
61,New South Wales,Australia,2020-03-11T18:52:04,65,2,4,-33.8688,151.2093
62,,India,2020-03-11T22:13:12,62,1,4,21.0,78.0
63,,San Marino,2020-03-11T20:53:02,62,2,0,43.9424,12.4578
64,,Lebanon,2020-03-11T11:53:03,61,3,1,33.8547,35.8623
65,,Egypt,2020-03-11T22:13:12,60,1,27,26.0,30.0
66,,Finland,2020-03-11T13:33:10,59,0,1,64.0,26.0
67,,Portugal,2020-03-11T13:33:11,59,0,0,39.3999,-8.2245
68,,Thailand,2020-03-11T09:13:10,59,1,34,15.87,100.9925
69,,Slovenia,2020-03-11T14:13:11,57,0,0,46.1512,14.9955
70,,Philippines,2020-03-11T10:53:03,49,1,2,12.8797,121.774
71,,Taiwan*,2020-03-11T20:13:14,48,1,17,23.7,121.0
72,Diamond Princess,US,2020-03-10T02:33:04,46,0,0,35.4437,139.638
73,,Romania,2020-03-11T21:13:18,45,0,6,46.0,25.0
74,,Ireland,2020-03-11T21:33:03,43,1,0,53.1424,-7.6921
75,Ontario,Canada,2020-03-11T18:52:04,41,0,4,51.2538,-85.3232
76,British Columbia,Canada,2020-03-11T02:18:28,39,1,4,53.7267,-127.6476
77,,Brazil,2020-03-11T22:13:12,38,0,0,-14.235,-51.9253
78,,Vietnam,2020-03-11T20:53:02,38,0,16,16.0,108.0
79,,Indonesia,2020-03-11T11:14:26,34,1,2,-0.7893,113.9213
80,Colorado,US,2020-03-11T22:53:03,34,0,0,39.0598,-105.3111
81,,Poland,2020-03-11T21:13:21,31,0,0,51.9194,19.1451
82,Florida,US,2020-03-11T03:33:05,28,2,0,27.7663,-81.6868
83,Illinois,US,2020-03-11T22:53:03,25,0,2,40.3495,-88.9861
84,,Georgia,2020-03-11T22:13:12,24,0,0,42.3154,43.3569
85,,Chile,2020-03-11T22:13:12,23,0,0,-35.6751,-71.543
86,Georgia,US,2020-03-11T18:52:03,23,0,0,33.0406,-83.6431
87,New Jersey,US,2020-03-11T18:52:04,23,1,0,40.2989,-74.521
88,Victoria,Australia,2020-03-11T18:52:04,21,0,7,-37.8136,144.9631
89,,Saudi Arabia,2020-03-11T13:33:11,21,0,1,24.0,45.0
90,Grand Princess,US,2020-03-10T02:33:04,21,0,0,37.6489,-122.6655
91,Texas,US,2020-03-11T22:53:03,21,0,0,31.0545,-97.5635
92,,Algeria,2020-03-09T10:13:06,20,0,0,28.0339,1.6596
93,Queensland,Australia,2020-03-11T18:52:04,20,0,8,-28.0167,153.4
94,,Russia,2020-03-11T18:52:03,20,0,3,60.0,90.0
95,,Argentina,2020-03-11T02:18:16,19,1,0,-38.4161,-63.6167
96,Alberta,Canada,2020-03-11T23:13:07,19,0,0,53.9333,-116.5765
97,,Croatia,2020-03-11T22:13:12,19,0,0,45.1667,15.5
98,,Pakistan,2020-03-11T21:13:23,19,0,2,30.3753,69.3451
99,Oregon,US,2020-03-11T22:53:03,19,0,0,44.572,-122.0709
100,Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
101,,Oman,2020-03-10T08:33:02,18,0,9,21.0,57.0
102,,Ecuador,2020-03-11T09:33:12,17,0,0,-1.8312,-78.1834
103,,Estonia,2020-03-11T22:13:12,16,0,0,58.5953,25.0136
104,Pennsylvania,US,2020-03-11T22:53:03,16,0,0,40.5908,-77.2098
105,,Costa Rica,2020-03-11T09:33:12,13,0,0,9.7489,-83.7534
106,,Hungary,2020-03-11T22:13:12,13,0,0,47.1625,19.5033
107,,South Africa,2020-03-11T10:33:03,13,0,0,-30.5595,22.9375
108,Iowa,US,2020-03-11T02:53:03,13,0,0,42.0115,-93.2105
109,,Albania,2020-03-11T13:33:11,12,1,0,41.1533,20.1683
110,,Serbia,2020-03-11T09:53:03,12,0,0,44.0165,21.0059
111,,Azerbaijan,2020-03-11T08:13:09,11,0,3,40.1431,47.5769
112,,Brunei,2020-03-11T22:13:12,11,0,0,4.5353,114.7277
113,,Peru,2020-03-10T16:33:13,11,0,0,-9.19,-75.0152
114,Indiana,US,2020-03-11T22:53:03,11,0,0,39.8494,-86.2583
115,Macau,China,2020-03-11T18:52:03,10,0,10,22.1667,113.55
116,,Latvia,2020-03-11T13:53:24,10,0,1,56.8796,24.6032
117,,Slovakia,2020-03-11T13:33:11,10,0,0,48.669,19.699
118,District of Columbia,US,2020-03-11T22:53:03,10,0,0,38.8974,-77.0268
119,South Carolina,US,2020-03-11T22:53:03,10,0,0,33.8569,-80.945
120,South Australia,Australia,2020-03-11T18:52:04,9,0,2,-34.9285,138.6007
121,Western Australia,Australia,2020-03-11T18:52:04,9,1,0,-31.9505,115.8605
122,,Belarus,2020-03-10T16:13:27,9,0,3,53.7098,27.9534
123,,Colombia,2020-03-11T14:33:04,9,0,0,4.5709,-74.2973
124,Arizona,US,2020-03-11T18:52:04,9,0,1,33.7298,-111.4312
125,Maryland,US,2020-03-11T03:33:05,9,0,0,39.0639,-76.8021
126,Tennessee,US,2020-03-11T22:53:03,9,0,0,35.7478,-86.6923
127,Virginia,US,2020-03-11T03:33:05,9,0,0,37.7693,-78.17
128,Quebec,Canada,2020-03-11T23:13:06,8,0,0,52.9399,-73.5491
129,,Maldives,2020-03-11T09:33:12,8,0,0,3.2028,73.2207
130,,Mexico,2020-03-11T21:13:24,8,0,4,23.0,-102.0
131,,Panama,2020-03-11T09:33:12,8,1,0,8.538,-80.7821
132,Kentucky,US,2020-03-11T03:13:08,8,0,0,37.6681,-84.6701
133,South Dakota,US,2020-03-11T22:53:03,8,1,0,44.2998,-99.4388
134,,Afghanistan,2020-03-11T10:13:12,7,0,0,33.0,65.0
135,,Bosnia and Herzegovina,2020-03-11T22:13:12,7,0,0,43.9159,17.6791
136,,Bulgaria,2020-03-11T22:13:12,7,1,0,42.7339,25.4858
137,,Luxembourg,2020-03-11T09:33:12,7,0,0,49.8144,6.1317
138,,North Macedonia,2020-03-10T10:53:03,7,0,0,41.6086,21.7453
139,,Tunisia,2020-03-11T18:52:03,7,0,0,33.8869,9.5375
140,Nevada,US,2020-03-11T22:53:03,7,0,0,38.3135,-117.0554
141,North Carolina,US,2020-03-10T02:33:04,7,0,0,35.6301,-79.8064
142,,Cyprus,2020-03-11T18:52:03,6,0,0,35.1264,33.4299
143,,Malta,2020-03-11T11:33:08,6,0,0,35.9375,14.3754
144,Louisiana,US,2020-03-11T10:13:20,6,0,0,31.1695,-91.8678
145,Wisconsin,US,2020-03-11T22:53:03,6,0,1,44.2685,-89.6165
146,,Dominican Republic,2020-03-08T17:23:08,5,0,0,18.7357,-70.1627
147,,French Guiana,2020-03-07T03:23:05,5,0,0,3.9339,-53.1258
148,,Morocco,2020-03-11T11:53:03,5,1,0,31.7917,-7.0926
149,,New Zealand,2020-03-07T02:03:29,5,0,0,-40.9006,174.886
150,,Paraguay,2020-03-11T04:33:03,5,0,0,-23.4425,-58.4438
151,Minnesota,US,2020-03-11T19:13:18,5,0,0,45.6945,-93.9002
152,Nebraska,US,2020-03-11T23:13:07,5,0,0,41.1254,-98.2681
153,New Hampshire,US,2020-03-11T10:13:20,5,0,0,43.4525,-71.5639
154,Rhode Island,US,2020-03-11T03:13:08,5,0,0,41.6809,-71.5118
155,,Senegal,2020-03-08T20:23:08,4,0,1,14.4974,-14.4524
156,Ohio,US,2020-03-11T18:52:04,4,0,0,40.3888,-82.7649
157,Tasmania,Australia,2020-03-11T18:52:04,3,0,0,-41.4545,145.9707
158,,Bangladesh,2020-03-10T06:19:32,3,0,0,23.685,90.3563
159,,Cambodia,2020-03-11T09:33:12,3,0,1,12.5657,104.991
160,,Lithuania,2020-03-11T02:18:26,3,0,0,55.1694,23.8813
161,,Martinique,2020-03-11T02:18:29,3,0,0,14.6415,-61.0242
162,,Moldova,2020-03-11T18:52:03,3,0,0,47.4116,28.3699
163,Connecticut,US,2020-03-11T23:13:06,3,0,0,41.5978,-72.7554
164,New Mexico,US,2020-03-11T18:52:04,3,0,0,34.8405,-106.2485
165,Utah,US,2020-03-11T23:13:06,3,0,0,40.15,-111.8624
166,,Bolivia,2020-03-11T18:52:03,2,0,0,-16.2902,-63.5887
167,,Burkina Faso,2020-03-11T09:33:12,2,0,0,12.2383,-1.5616
168,,Cameroon,2020-03-08T05:23:03,2,0,0,3.848,11.5021
169,Faroe Islands,Denmark,2020-03-11T20:53:02,2,0,0,61.8926,-6.9118
170,St Martin,France,2020-03-11T20:53:02,2,0,0,18.0708,-63.0501
171,,Honduras,2020-03-11T18:52:03,2,0,0,15.2,-86.2419
172,,Nigeria,2020-03-09T09:43:03,2,0,0,9.082,8.6753
173,,Sri Lanka,2020-03-11T09:33:12,2,0,1,7.8731,80.7718
174,Hawaii,US,2020-03-10T03:13:17,2,0,0,21.0943,-157.4983
175,Michigan,US,2020-03-11T03:33:05,2,0,0,43.3266,-84.5361
176,Oklahoma,US,2020-03-10T17:13:25,2,0,0,35.5653,-96.9289
177,Channel Islands,United Kingdom,2020-03-11T20:53:02,2,0,0,49.3723,-2.3644
178,,Andorra,2020-03-02T20:23:16,1,0,0,42.5063,1.5218
179,,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382
180,Northern Territory,Australia,2020-03-10T14:13:14,1,0,0,-12.4634,130.8456
181,,Bhutan,2020-03-06T15:43:02,1,0,0,27.5142,90.4336
182,New Brunswick,Canada,2020-03-11T23:13:06,1,0,0,46.5653,-66.4619
183,Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
184,,Congo (Kinshasa),2020-03-11T21:13:24,1,0,0,-4.0383,21.7587
185,,Cote d'Ivoire,2020-03-11T23:33:03,1,0,0,7.54,-5.5471
186,Saint Barthelemy,France,2020-03-11T20:53:02,1,0,0,17.9,-62.8333
187,,Holy See,2020-03-10T19:13:21,1,0,0,41.9029,12.4534
188,,Jamaica,2020-03-11T18:52:03,1,0,0,18.1096,-77.2975
189,,Jordan,2020-03-03T15:33:02,1,0,0,31.24,36.51
190,,Liechtenstein,2020-03-04T01:33:07,1,0,0,47.14,9.55
191,,Monaco,2020-02-29T00:33:01,1,0,0,43.7333,7.4167
192,,Mongolia,2020-03-10T06:13:43,1,0,0,46.8625,103.8467
193,,Nepal,2020-03-10T08:33:03,1,0,1,28.3949,84.124
194,,Reunion,2020-03-11T23:13:07,1,0,0,-21.1151,55.5364
195,,Togo,2020-03-07T02:13:09,1,0,0,8.6195,0.8248
196,,Turkey,2020-03-11T03:33:05,1,0,0,38.9637,35.2433
197,Arkansas,US,2020-03-11T18:52:04,1,0,0,34.9697,-92.3731
198,Delaware,US,2020-03-11T23:13:06,1,0,0,39.3185,-75.5071
199,Kansas,US,2020-03-10T03:13:17,1,0,0,38.5266,-96.7265
200,Missouri,US,2020-03-10T03:13:17,1,0,0,38.4561,-92.2884
201,Montana,US,2020-03-11T23:13:06,1,0,0,46.9219,-110.4544
202,Vermont,US,2020-03-10T03:13:17,1,0,0,44.0459,-72.7107
203,,Ukraine,2020-03-03T15:33:02,1,0,0,48.3794,31.1656
204,Gibraltar,United Kingdom,2020-03-11T20:53:02,1,0,1,36.1408,-5.3536
205,From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,0,35.4437,139.638
206,Gansu,Mainland China,2020-03-11T02:18:28,0,0,0,36.0611,103.8343
207,Hebei,Mainland China,2020-03-11T02:18:29,0,0,0,38.0428,114.5149
208,Alaska,US,2020-03-10T02:33:04,0,0,0,61.3707,-152.4044
209,Idaho,US,2020-03-10T02:33:04,0,0,0,44.2405,-114.4788
210,Maine,US,2020-03-10T02:33:04,0,0,0,44.6939,-69.3819
211,Mississippi,US,2020-03-10T02:33:04,0,0,0,32.7416,-89.6787
212,North Dakota,US,2020-03-10T02:33:04,0,0,0,47.5289,-99.784
213,West Virginia,US,2020-03-10T02:33:04,0,0,0,38.4912,-80.9545
214,Wyoming,US,2020-03-10T02:33:04,0,0,0,42.756,-107.3025
215,,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
