,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
0,Hubei,China,2020-03-11T10:53:02,67773,3046,49134,30.9756,112.2707
1,,Italy,2020-03-11T21:33:02,12462,827,1045,43.0,12.0
2,,Iran,2020-03-11T18:52:03,9000,354,2959,32.0,53.0
3,,"Korea, South",2020-03-11T21:13:18,7755,60,288,36.0,128.0
4,France,France,2020-03-11T22:53:03,2281,48,12,46.2276,2.2137
5,,Spain,2020-03-11T20:53:02,2277,54,183,40.0,-4.0
6,,Germany,2020-03-11T19:13:17,1908,3,25,51.0,9.0
7,Guangdong,China,2020-03-11T10:13:06,1356,8,1282,23.3417,113.4244
8,Henan,China,2020-03-11T08:13:09,1273,22,1249,33.882,113.614
9,Zhejiang,China,2020-03-11T09:33:12,1215,1,1195,29.1832,120.0934
10,Hunan,China,2020-03-11T02:18:14,1018,4,995,27.6104,111.7088
11,Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264
12,Jiangxi,China,2020-03-11T02:18:14,935,1,932,27.614,115.7221
13,Shandong,China,2020-03-11T11:33:07,760,6,726,36.3427,118.1498
14,Diamond Princess,Cruise Ship,2020-03-11T22:13:12,696,7,325,35.4437,139.638
15,,Switzerland,2020-03-11T20:53:02,652,4,4,46.8182,8.2275
16,,Japan,2020-03-11T21:33:03,639,15,118,36.0,138.0
17,Jiangsu,China,2020-03-11T02:18:14,631,0,627,32.9711,119.455
18,,Norway,2020-03-11T19:33:02,598,0,1,60.472,8.4689
19,Chongqing,China,2020-03-11T23:13:05,576,6,554,30.0572,107.874
20,Sichuan,China,2020-03-11T14:33:03,539,3,488,30.6171,102.7103
21,,Netherlands,2020-03-11T14:13:11,503,5,0,52.1326,5.2913
22,,Sweden,2020-03-11T19:33:02,500,1,1,63.0,16.0
23,Heilongjiang,China,2020-03-11T11:33:07,482,13,436,47.862,127.7615
24,UK,United Kingdom,2020-03-11T21:33:03,456,8,18,55.3781,-3.436
25,Denmark,Denmark,2020-03-11T22:13:13,442,0,1,56.2639,9.5018
26,Beijing,China,2020-03-11T02:18:14,435,8,326,40.1824,116.4142
27,Washington,US,2020-03-11T22:33:03,366,29,1,47.4009,-121.4905
28,Shanghai,China,2020-03-11T03:13:07,344,3,320,31.202,121.4491
29,Hebei,China,2020-03-11T02:18:14,318,6,307,39.549,116.1306
30,,Belgium,2020-03-11T18:52:03,314,3,1,50.8333,4.0
31,Fujian,China,2020-03-11T02:18:14,296,1,295,26.0789,117.9874
32,,Qatar,2020-03-11T18:52:03,262,0,0,25.3548,51.1839
33,Guangxi,China,2020-03-11T11:33:07,252,2,238,23.8298,108.7881
34,,Austria,2020-03-11T22:33:03,246,0,4,47.5162,14.5501
35,Shaanxi,China,2020-03-11T09:33:12,245,1,232,35.1917,108.8701
36,New York,US,2020-03-11T22:53:03,220,0,0,42.1657,-74.9481
37,,Bahrain,2020-03-11T22:33:03,195,0,35,26.0275,50.55
38,,Singapore,2020-03-11T13:53:24,178,0,96,1.2833,103.8333
39,California,US,2020-03-11T23:53:03,177,3,2,36.1162,-119.6816
40,Yunnan,China,2020-03-11T02:18:14,174,2,170,24.974,101.487
41,Hainan,China,2020-03-11T02:18:14,168,6,159,19.1959,109.7453
42,,Malaysia,2020-03-11T11:33:08,149,0,26,2.5,112.5
43,Guizhou,China,2020-03-11T02:33:03,146,2,133,26.8154,106.8748
44,Tianjin,China,2020-03-11T02:18:14,136,3,131,39.3054,117.323
45,Shanxi,China,2020-03-11T02:18:14,133,0,131,37.5777,112.2922
46,Gansu,China,2020-03-11T14:33:03,127,2,88,37.8099,101.0583
47,Hong Kong,China,2020-03-11T18:52:03,126,3,65,22.3,114.2
48,Liaoning,China,2020-03-11T02:18:14,125,1,111,41.2956,122.6085
49,,Israel,2020-03-11T21:13:18,109,0,4,31.0,35.0
50,,Greece,2020-03-11T23:53:02,99,1,0,39.0742,21.8243
