,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,Mainland China,1/24/20 17:00,549.0,24.0,31.0
1,Guangdong,Mainland China,1/24/20 17:00,53.0,,2.0
2,Zhejiang,Mainland China,1/24/20 17:00,43.0,,1.0
3,Beijing,Mainland China,1/24/20 17:00,36.0,,1.0
4,Chongqing,Mainland China,1/24/20 17:00,27.0,,
5,Hunan,Mainland China,1/24/20 17:00,24.0,,
6,Guangxi,Mainland China,1/24/20 17:00,23.0,,
7,Shanghai,Mainland China,1/24/20 17:00,20.0,,1.0
8,Jiangxi,Mainland China,1/24/20 17:00,18.0,,
9,Sichuan,Mainland China,1/24/20 17:00,15.0,,
10,Shandong,Mainland China,1/24/20 17:00,15.0,,
11,Anhui,Mainland China,1/24/20 17:00,15.0,,
12,Fujian,Mainland China,1/24/20 17:00,10.0,,
13,Henan,Mainland China,1/24/20 17:00,9.0,,
14,Jiangsu,Mainland China,1/24/20 17:00,9.0,,
15,Hainan,Mainland China,1/24/20 17:00,8.0,,
16,Tianjin,Mainland China,1/24/20 17:00,8.0,,
17,Yunnan,Mainland China,1/24/20 17:00,5.0,,
18,Shaanxi,Mainland China,1/24/20 17:00,5.0,,
19,Heilongjiang,Mainland China,1/24/20 17:00,4.0,1.0,
20,Liaoning,Mainland China,1/24/20 17:00,4.0,,
21,Guizhou,Mainland China,1/24/20 17:00,3.0,,
22,Jilin,Mainland China,1/24/20 17:00,3.0,,
23,Taiwan,Taiwan,1/24/20 17:00,3.0,,
24,Ningxia,Mainland China,1/24/20 17:00,2.0,,
25,Hong Kong,Hong Kong,1/24/20 17:00,2.0,,
26,Macau,Macau,1/24/20 17:00,2.0,,
27,Hebei,Mainland China,1/24/20 17:00,2.0,1.0,
28,Gansu,Mainland China,1/24/20 17:00,2.0,,
29,Xinjiang,Mainland China,1/24/20 17:00,2.0,,
30,Shanxi,Mainland China,1/24/20 17:00,1.0,,
31,Inner Mongolia,Mainland China,1/24/20 17:00,1.0,,
32,Qinghai,Mainland China,1/24/20 17:00,,,
33,Washington,US,1/24/20 17:00,1.0,,
34,Chicago,US,1/24/20 17:00,1.0,,
35,,Japan,1/24/20 17:00,2.0,,
36,,Thailand,1/24/20 17:00,5.0,,
37,,South Korea,1/24/20 17:00,2.0,,
38,,Singapore,1/24/20 17:00,3.0,,
39,,Vietnam,1/24/20 17:00,2.0,,
40,,France,1/24/20 17:00,2.0,,
