,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Anhui,Mainland China,1/22/2020 17:00,1.0,,
1,Beijing,Mainland China,1/22/2020 17:00,14.0,,
2,Chongqing,Mainland China,1/22/2020 17:00,6.0,,
3,Fujian,Mainland China,1/22/2020 17:00,1.0,,
4,Gansu,Mainland China,1/22/2020 17:00,,,
5,Guangdong,Mainland China,1/22/2020 17:00,26.0,,
6,Guangxi,Mainland China,1/22/2020 17:00,2.0,,
7,Guizhou,Mainland China,1/22/2020 17:00,1.0,,
8,Hainan,Mainland China,1/22/2020 17:00,4.0,,
9,Hebei,Mainland China,1/22/2020 17:00,1.0,,
10,Heilongjiang,Mainland China,1/22/2020 17:00,,,
11,Henan,Mainland China,1/22/2020 17:00,5.0,,
12,Hong Kong,Hong Kong,1/22/2020 17:00,,,
13,Hubei,Mainland China,1/22/2020 17:00,444.0,17.0,28.0
14,Hunan,Mainland China,1/22/2020 17:00,4.0,,
15,Inner Mongolia,Mainland China,1/22/2020 17:00,,,
16,Jiangsu,Mainland China,1/22/2020 17:00,1.0,,
17,Jiangxi,Mainland China,1/22/2020 17:00,2.0,,
18,Jilin,Mainland China,1/22/2020 17:00,,,
19,Liaoning,Mainland China,1/22/2020 17:00,2.0,,
20,Macau,Macau,1/22/2020 17:00,1.0,,
21,Ningxia,Mainland China,1/22/2020 17:00,1.0,,
22,Qinghai,Mainland China,1/22/2020 17:00,,,
23,Shaanxi,Mainland China,1/22/2020 17:00,,,
24,Shandong,Mainland China,1/22/2020 17:00,2.0,,
25,Shanghai,Mainland China,1/22/2020 17:00,9.0,,
26,Shanxi,Mainland China,1/22/2020 17:00,1.0,,
27,Sichuan,Mainland China,1/22/2020 17:00,5.0,,
28,Taiwan,Taiwan,1/22/2020 17:00,1.0,,
29,Tianjin,Mainland China,1/22/2020 17:00,4.0,,
30,Tibet,Mainland China,1/22/2020 17:00,,,
31,Washington,US,1/22/2020 17:00,1.0,,
32,Xinjiang,Mainland China,1/22/2020 17:00,,,
33,Yunnan,Mainland China,1/22/2020 17:00,1.0,,
34,Zhejiang,Mainland China,1/22/2020 17:00,10.0,,
35,,Japan,1/22/2020 17:00,2.0,,
36,,Thailand,1/22/2020 17:00,2.0,,
37,,South Korea,1/22/2020 17:00,1.0,,
