,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,Mainland China,1/30/20 16:00,4903,162.0,90.0
1,Zhejiang,Mainland China,1/30/20 16:00,428,,4.0
2,Guangdong,Mainland China,1/30/20 16:00,354,,10.0
3,Henan,Mainland China,1/30/20 16:00,278,2.0,2.0
4,Hunan,Mainland China,1/30/20 16:00,277,,2.0
5,Anhui,Mainland China,1/30/20 16:00,200,,2.0
6,Chongqing,Mainland China,1/30/20 16:00,182,,1.0
7,Jiangxi,Mainland China,1/30/20 16:00,162,,5.0
8,Shandong,Mainland China,1/30/20 16:00,158,,1.0
9,Sichuan,Mainland China,1/30/20 16:00,142,1.0,1.0
10,Jiangsu,Mainland China,1/30/20 16:00,129,,1.0
11,Beijing,Mainland China,1/30/20 16:00,114,1.0,4.0
12,Shanghai,Mainland China,1/30/20 16:00,112,1.0,5.0
13,Fujian,Mainland China,1/30/20 16:00,101,,
14,Guangxi,Mainland China,1/30/20 16:00,78,,2.0
15,Yunnan,Mainland China,1/30/20 16:00,70,,
16,Hebei,Mainland China,1/30/20 16:00,65,1.0,
17,Shaanxi,Mainland China,1/30/20 16:00,63,,
18,Hainan,Mainland China,1/30/20 16:00,46,1.0,1.0
19,Heilongjiang,Mainland China,1/30/20 16:00,44,2.0,
20,Liaoning,Mainland China,1/30/20 16:00,41,,1.0
21,Shanxi,Mainland China,1/30/20 16:00,35,,1.0
22,Tianjin,Mainland China,1/30/20 16:00,31,,
23,Gansu,Mainland China,1/30/20 16:00,26,,
24,Inner Mongolia,Mainland China,1/30/20 16:00,19,,
25,Ningxia,Mainland China,1/30/20 16:00,17,,
26,Jilin,Mainland China,1/30/20 16:00,14,,1.0
27,Xinjiang,Mainland China,1/30/20 16:00,14,,
28,Guizhou,Mainland China,1/30/20 16:00,12,,1.0
29,Hong Kong,Hong Kong,1/30/20 16:00,10,,
30,Taiwan,Taiwan,1/30/20 16:00,9,,
31,Qinghai,Mainland China,1/30/20 16:00,8,,
32,Macau,Macau,1/30/20 16:00,7,,
33,Tibet,Mainland China,1/30/20 16:00,1,,
34,Washington,US,1/30/20 16:00,1,,
35,Illinois,US,1/30/20 16:00,1,,
36,California,US,1/30/20 16:00,2,,
37,Arizona,US,1/30/20 16:00,1,,
38,,Japan,1/30/20 16:00,11,,1.0
39,,Thailand,1/30/20 16:00,14,,5.0
40,,South Korea,1/30/20 16:00,4,,
41,,Singapore,1/30/20 16:00,10,,
42,,Vietnam,1/30/20 16:00,2,,
43,,France,1/30/20 16:00,5,,
44,,Nepal,1/30/20 16:00,1,,
45,,Malaysia,1/30/20 16:00,8,,
46,Ontario,Canada,1/30/20 16:00,2,,
47,British Columbia,Canada,1/30/20 16:00,1,,
48,,Cambodia,1/30/20 16:00,1,,
49,,Sri Lanka,1/30/20 16:00,1,,
50,New South Wales,Australia,1/30/20 16:00,4,,2.0
51,Victoria,Australia,1/30/20 16:00,2,,
52,Queensland,Australia,1/30/20 16:00,3,,
53,Bavaria,Germany,1/30/20 16:00,4,,
54,,Finland,1/30/20 16:00,1,,
55,,United Arab Emirates,1/30/20 16:00,4,,
56,,Philippines,1/30/20 16:00,1,,
57,,India,1/30/20 16:00,1,,
