,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,Mainland China,1/29/20 19:30,3554,125.0,88.0
1,Zhejiang,Mainland China,1/29/20 19:30,296,,3.0
2,Guangdong,Mainland China,1/29/20 19:30,277,,5.0
3,Hunan,Mainland China,1/29/20 19:30,221,,
4,Henan,Mainland China,1/29/20 19:30,206,2.0,1.0
5,Anhui,Mainland China,1/29/20 19:30,152,,2.0
6,Chongqing,Mainland China,1/29/20 19:30,147,,1.0
7,Shandong,Mainland China,1/29/20 19:30,130,,1.0
8,Beijing,Mainland China,1/29/20 19:30,111,1.0,4.0
9,Jiangxi,Mainland China,1/29/20 19:30,109,,3.0
10,Sichuan,Mainland China,1/29/20 19:30,108,1.0,1.0
11,Jiangsu,Mainland China,1/29/20 19:30,99,,1.0
12,Shanghai,Mainland China,1/29/20 19:30,96,1.0,5.0
13,Fujian,Mainland China,1/29/20 19:30,84,,
14,Guangxi,Mainland China,1/29/20 19:30,58,,2.0
15,Shaanxi,Mainland China,1/29/20 19:30,56,,
16,Yunnan,Mainland China,1/29/20 19:30,55,,
17,Hebei,Mainland China,1/29/20 19:30,48,1.0,
18,Hainan,Mainland China,1/29/20 19:30,43,1.0,
19,Liaoning,Mainland China,1/29/20 19:30,39,,1.0
20,Heilongjiang,Mainland China,1/29/20 19:30,38,1.0,
21,Tianjin,Mainland China,1/29/20 19:30,27,,
22,Shanxi,Mainland China,1/29/20 19:30,27,,1.0
23,Gansu,Mainland China,1/29/20 19:30,24,,
24,Inner Mongolia,Mainland China,1/29/20 19:30,16,,
25,Xinjiang,Mainland China,1/29/20 19:30,13,,
26,Ningxia,Mainland China,1/29/20 19:30,12,,
27,Hong Kong,Hong Kong,1/29/20 19:30,10,,
28,Guizhou,Mainland China,1/29/20 19:30,9,,1.0
29,Jilin,Mainland China,1/29/20 19:30,9,,
30,Taiwan,Taiwan,1/29/20 19:30,8,,
31,Macau,Macau,1/29/20 19:30,7,,
32,Qinghai,Mainland China,1/29/20 19:30,6,,
33,Washington,US,1/29/20 19:30,1,,
34,Illinois,US,1/29/20 19:30,1,,
35,California,US,1/29/20 19:30,2,,
36,Arizona,US,1/29/20 19:30,1,,
37,,Japan,1/29/20 19:30,7,,1.0
38,,Thailand,1/29/20 19:30,14,,5.0
39,,South Korea,1/29/20 19:30,4,,
40,,Singapore,1/29/20 19:30,7,,
41,,Vietnam,1/29/20 19:30,2,,
42,,France,1/29/20 19:30,5,,
43,,Nepal,1/29/20 19:30,1,,
44,,Malaysia,1/29/20 19:30,7,,
45,Ontario,Canada,1/29/20 19:30,1,,
46,British Columbia,Canada,1/29/20 19:30,1,,
47,,Cambodia,1/29/20 19:30,1,,
48,,Sri Lanka,1/29/20 19:30,1,,
49,New South Wales,Australia,1/29/20 19:30,4,,
50,Victoria,Australia,1/29/20 19:30,1,,
51,Bavaria,Germany,1/29/20 19:30,4,,
52,,Finland,1/29/20 19:30,1,,
53,,United Arab Emirates,1/29/20 19:30,4,,
